waktu,filtering,tweets,polarity_score,polarity
2022-12-22 02:50:00,"['jokowi', 'bilang', 'tahun', 'perintah', 'pergi', 'ppkm', 'akademisi', 'hatihati', '']",jokowi bilang tahun perintah pergi ppkm akademisi hatihati ,-2,0
2022-12-22 02:48:54,"['dikit', 'ppkm', 'alias', 'plonga', 'plongo', 'monyet', 'iya', 'mjd', 'penonto']",dikit ppkm alias plonga plongo monyet iya mjd penonto,-7,0
2022-12-22 02:48:54,"['coba', 'coba', 'ramadhan', 'idulfitri', 'ppkm']",coba coba ramadhan idulfitri ppkm,2,1
2022-12-22 02:43:58,"['laksana', 'giat', 'patroli', 'ppkm', 'level', 'monitoring', 'antri', 'bbm', 'spbu', 'wilayah', 'camat', 'gondang', 'anggota']",laksana giat patroli ppkm level monitoring antri bbm spbu wilayah camat gondang anggota,-1,0
2022-12-22 02:41:29,"['', 'main', 'timlin', 'iya', 'pirsa', 'aset', 'gambar', 'kalean', 'pampang', 'timlin', '', 'kubu', 'nebak', 'jug']", main timlin iya pirsa aset gambar kalean pampang timlin  kubu nebak jug,-1,0
2022-12-22 02:40:08,"['laksana', 'giat', 'patroli', 'gabung', 'rangka', 'laksana', 'ppkm', 'level', 'batas', 'mobilitas', 'pindah']",laksana giat patroli gabung rangka laksana ppkm level batas mobilitas pindah,-8,0
2022-12-22 02:39:14,"['', 'so', 'shocked', 'baca', 'mahasiswa', 'beijing', 'marah', 'massive', 'ppkm', 'kayak', 'lock', 'do']", so shocked baca mahasiswa beijing marah massive ppkm kayak lock do,-8,0
2022-12-22 02:36:41,"['cabut', 'ppkm', 'juang', 'lawan', 'covid', 'capai', 'finis', 'ambang', 'garis', 'finis', 'pencab']",cabut ppkm juang lawan covid capai finis ambang garis finis pencab,-12,0
2022-12-22 02:33:40,"['pelda', 'suwardi', 'koramil', 'sukodono', 'brsm', 'bripka', 'agtri', 'utomo', 'bripka', 'riyanto', 'polsek', 'sukodono', 'laksana', 'giat']",pelda suwardi koramil sukodono brsm bripka agtri utomo bripka riyanto polsek sukodono laksana giat,0,1
2022-12-22 02:29:15,"['giat', 'operasi', 'jaya', 'patroli', 'skala', 'operasi', 'yustisi', 'ppkm', 'level']",giat operasi jaya patroli skala operasi yustisi ppkm level,8,1
2022-12-22 02:27:05,"['indonesia', 'pandemi', 'covid', 'kemarin', 'angka']",indonesia pandemi covid kemarin angka,-5,0
2022-12-22 02:24:45,"['beneran', 'ppkm', 'hapus', 'alhamdulillah']",beneran ppkm hapus alhamdulillah,5,1
2022-12-22 02:24:30,"['laksana', 'giat', 'patroli', 'ppkm', 'level', 'monitoring', 'antri', 'bbm', 'spbu', 'wilayah', 'koramil', 'sumberlawa']",laksana giat patroli ppkm level monitoring antri bbm spbu wilayah koramil sumberlawa,2,1
2022-12-22 02:24:13,"['kirain', 'ppkm']",kirain ppkm,0,1
2022-12-22 02:23:34,"['oh', 'ppkm', 'plonga', 'plongo', 'kaya', 'meong']",oh ppkm plonga plongo kaya meong,0,1
2022-12-22 02:23:19,"['laksana', 'giat', 'patroli', 'ppkm', 'level', 'monitoring', 'antri', 'bbm', 'spbu', 'wilayah', 'camat', 'sumberlawang']",laksana giat patroli ppkm level monitoring antri bbm spbu wilayah camat sumberlawang,2,1
2022-12-22 02:16:58,"['ppkm', 'cabut', 'perintah provinsi', 'bijak', 'presiden', 'via']",ppkm cabut perintah provinsi bijak presiden via,-3,0
2022-12-22 02:13:32,"['charles', 'dukung', 'langkah', 'rencana', 'cabut', 'ppkm', 'level']",charles dukung langkah rencana cabut ppkm level,1,1
2022-12-22 02:12:29,"['laksana', 'giat', 'operasi', 'yustisipenyekatan', 'laksana', 'ppkm', 'level', 'batas', 'mobilitas', 'perpindaha']",laksana giat operasi yustisipenyekatan laksana ppkm level batas mobilitas perpindaha,-2,0
2022-12-22 02:09:34,"['jelang', 'puasa', 'lebaran', 'ppkm', 'lghasyuuuu', 'ancene']",jelang puasa lebaran ppkm lghasyuuuu ancene,1,1
2022-12-22 02:04:25,"['pas', 'musim', 'mudik', 'lebaran', 'idul', 'fitri', 'ppkm', 'kyknya', '']",pas musim mudik lebaran idul fitri ppkm kyknya ,0,1
2022-12-22 02:04:18,"['tertawa', 'ppkm']",tertawa ppkm,5,1
2022-12-22 02:03:03,"['ppkm', 'planga', 'plongo', 'kayak', 'monyet']",ppkm planga plongo kayak monyet,-6,0
2022-12-22 01:57:36,"['bynn', 'jiwa', 'remaja', 'soksokan', 'dewasa', '', 'cpk', 'banget', 'on the way sedang di jalan', 'ktp', 'pp']",bynn jiwa remaja soksokan dewasa  cpk banget on the way sedang di jalan ktp pp,0,1
2022-12-22 01:52:00,"['kabar', 'gembira', 'masyarakat', 'indonesia', 'jokowi', 'henti', 'ppkm', '']",kabar gembira masyarakat indonesia jokowi henti ppkm ,-3,0
2022-12-22 01:49:30,"['kabar', 'gembira', 'masyarakat', 'indonesia', 'jokowi', 'henti', 'ppkm', 'emily', 'limbo', 'casemiro', 'mo']",kabar gembira masyarakat indonesia jokowi henti ppkm emily limbo casemiro mo,-3,0
2022-12-22 01:49:26,"['kabar', 'gembira', 'masyarakat', 'indonesia', 'jokowi', 'henti', 'ppkm', 'emily', 'limbo', 'casem']",kabar gembira masyarakat indonesia jokowi henti ppkm emily limbo casem,-3,0
2022-12-22 01:45:25,"['rencana', 'perintah', 'pergi', 'ppkm', 'direspon', 'epidemiolog']",rencana perintah pergi ppkm direspon epidemiolog,-4,0
2022-12-22 01:44:56,"['ppkm', 'muka', 'plonga', 'plongo', 'kaya', 'monyet']",ppkm muka plonga plongo kaya monyet,-3,0
2022-12-22 01:44:54,"['ppkm', 'plonga', 'plongo', 'kaya', 'meong', '']",ppkm plonga plongo kaya meong ,0,1
2022-12-22 01:43:22,"['ayoo', 'bsreng', 'yaa', 'biar', 'ppkm']",ayoo bsreng yaa biar ppkm,0,1
2022-12-22 01:42:04,"['presiden', 'joko', 'widodo', 'jokowi', 'bicara', 'covid', 'kendali', 'jokowi']",presiden joko widodo jokowi bicara covid kendali jokowi,3,1
2022-12-22 01:41:49,"['jokowi', 'sinyal', 'ppkm', 'cabut', 'tahun', 'alas']",jokowi sinyal ppkm cabut tahun alas,-5,0
2022-12-22 01:37:37,"['covid', 'gantung', 'putus', 'politik', 'rezim', 'rezim', 'dengar', 'ahli', 'pandemi']",covid gantung putus politik rezim rezim dengar ahli pandemi,-9,0
2022-12-22 01:34:35,"['presiden', 'jokowi', 'singgung', 'tahun', 'henti', 'ppkm']",presiden jokowi singgung tahun henti ppkm,-5,0
2022-12-22 01:33:03,"['gesa', 'hapus', 'ppkm']",gesa hapus ppkm,-3,0
2022-12-22 01:32:14,"['liput', 'ppkm', 'stop', 'presiden', 'joko', 'widodo', 'tunggu', 'kaji', 'menteri', 'sehat', 'liput']",liput ppkm stop presiden joko widodo tunggu kaji menteri sehat liput,9,1
2022-12-22 01:30:54,"['kabar', 'gembira', 'masyarakat', 'indonesia', 'jokowi', 'henti', 'ppkm', 'hype', 'boy', 'black', 'eye', 'offic']",kabar gembira masyarakat indonesia jokowi henti ppkm hype boy black eye offic,-3,0
2022-12-22 01:30:49,"['kabar', 'gembira', 'masyarakat', 'indonesia', 'jokowi', 'henti', 'ppkm', 'hype', 'boy', 'black', 'eye']",kabar gembira masyarakat indonesia jokowi henti ppkm hype boy black eye,-3,0
2022-12-22 01:30:46,"['selamat', 'pagi', 'dunia', 'tiputipu', 'tes', 'ppkm', 'sunti', 'toxic', 'sangka', 'vaksin', 'sertifikat', 'tolol']",selamat pagi dunia tiputipu tes ppkm sunti toxic sangka vaksin sertifikat tolol,-1,0
2022-12-22 01:30:22,"['bego', 'ngg', 'bedain', 'virus', 'ma', 'ppkmbotol']",bego ngg bedain virus ma ppkmbotol,0,1
2022-12-22 01:29:11,"['ppkm', 'stop', 'presiden', 'joko', 'widodo', 'tunggu', 'kaji', 'menteri', 'sehat', 'liput']",ppkm stop presiden joko widodo tunggu kaji menteri sehat liput,9,1
2022-12-22 01:20:12,"['tahun', 'ppkm', 'indonesia', 'henti', 'epedemiolog', 'prediksi', 'juta', 'duduk', 'china']",tahun ppkm indonesia henti epedemiolog prediksi juta duduk china,0,1
2022-12-22 01:11:49,"['loh', 'ppkm']",loh ppkm,0,1
2022-12-22 01:11:27,"['ppkm', 'jelang', 'ramadhan']",ppkm jelang ramadhan,3,1
2022-12-22 01:10:00,"['percaya', 'ijin', 'opung', 'luhut', 'yeah', '']",percaya ijin opung luhut yeah ,2,1
2022-12-22 01:00:00,"['top', 'news', 'koran', 'rakyat', 'merdeka', 'bijak', 'ppkm', 'cabut', 'senayan', 'dukung', 'presiden']",top news koran rakyat merdeka bijak ppkm cabut senayan dukung presiden,6,1
2022-12-22 00:59:12,"['ppkm', 'stop', 'tahun', 'iya', 'sisa', 'presiden', 'timbang', 'kemung']",ppkm stop tahun iya sisa presiden timbang kemung,-1,0
2022-12-22 00:56:02,"['presiden', 'ppkm', 'cabut', 'tahun', 'epidemiolog', 'usul', 'cabut', 'set']",presiden ppkm cabut tahun epidemiolog usul cabut set,-8,0
2022-12-22 00:48:09,"['jokowi', 'henti', 'ppkm', 'aceh', 'merdeka', 'tahun']",jokowi henti ppkm aceh merdeka tahun,-4,0
2022-12-22 00:46:36,"['wkwkwkwkwk', 'tidak apa', 'ppkm', 'planga', 'plongo', 'kayak', 'meng']",wkwkwkwkwk tidak apa ppkm planga plongo kayak meng,-3,0
2022-12-22 00:43:06,"['demokrat', 'dukung', 'jokowi', 'pergi', 'ppkm']",demokrat dukung jokowi pergi ppkm,2,1
2022-12-22 00:37:12,"['ppkm', 'oppa']",ppkm oppa,0,1
2022-12-22 00:35:18,"['jabat', 'selesai', 'proyek', 'selesai', 'periode', 'ppkm', 'pegang', 'proyek', 'sehat', 'makan', '']",jabat selesai proyek selesai periode ppkm pegang proyek sehat makan ,2,1
2022-12-22 00:32:50,"['sssstttt', 'tes', 'ombak', 'acara', 'sukses', 'ppkm', 'hayat']",sssstttt tes ombak acara sukses ppkm hayat,4,1
2022-12-22 00:32:30,"['presiden', 'jokowi', 'ppkm', 'tahun']",presiden jokowi ppkm tahun,3,1
2022-12-22 00:27:23,"['tinggi', 'vaksinasi', 'vaksinasi', 'booster', 'vaksinasi']",tinggi vaksinasi vaksinasi booster vaksinasi,1,1
2022-12-22 00:20:00,"['bijak', 'psbb', 'ppkm', 'henti', 'waktu']",bijak psbb ppkm henti waktu,-5,0
2022-12-22 00:17:43,"['presiden', 'jokowi', 'rencana', 'henti', 'batas', 'giat', 'masyarakat', 'ppkm', 'indonesia']",presiden jokowi rencana henti batas giat masyarakat ppkm indonesia,-6,0
2022-12-22 00:15:23,"['jokowi', 'sinyal', 'ppkm', 'cabut', 'tahun', 'tanda', 'ri', 'bebas', 'covid', 'statis']",jokowi sinyal ppkm cabut tahun tanda ri bebas covid statis,-10,0
2022-12-22 00:13:30,"['ragu', 'terap', 'cabut', 'bijak', 'ppkm', 'relevan', 'situasi', 'duduk', 'indonesia']",ragu terap cabut bijak ppkm relevan situasi duduk indonesia,-9,0
2022-12-22 00:03:37,"['tahun', 'ppkm', '']",tahun ppkm ,0,1
2022-12-22 00:02:26,"['mari', 'kadinkes', 'kalsel', 'status', 'ppkm', 'jaga', 'prokes', 'status']",mari kadinkes kalsel status ppkm jaga prokes status,2,1
2022-12-21 23:56:27,"['pergi', 'ppkm', 'jokowi', 'minggu', 'kaji', 'terima']",pergi ppkm jokowi minggu kaji terima,4,1
2022-12-21 23:52:30,"['rowoonnya', 'ppkm', '']",rowoonnya ppkm ,0,1
2022-12-21 23:49:48,"['gesa', 'hapus', 'ppkm', 'psbb', 'presiden', 'kembang', 'china']",gesa hapus ppkm psbb presiden kembang china,3,1
2022-12-21 23:46:58,"['dinkes', 'prov', 'kalsel', 'status', 'ppkm', 'level', 'tangan', 'covid', 'desember', 'hingg']",dinkes prov kalsel status ppkm level tangan covid desember hingg,1,1
2022-12-21 23:45:57,"['iya', 'tunggu', 'gugat', 'rakyat', 'update', 'gugat', 'sam']",iya tunggu gugat rakyat update gugat sam,-1,0
2022-12-21 23:40:51,"['tahun', 'henti', 'ppkmjelang', 'ramadhan', 'ppkm', 'antek', 'dajjal']",tahun henti ppkmjelang ramadhan ppkm antek dajjal,-7,0
2022-12-21 23:38:22,"['besok', 'ppkm']",besok ppkm,0,1
2022-12-21 23:31:02,"['status', 'ppkm', 'cabut', 'tahun', 'ahli', 'bharada', 'korban']",status ppkm cabut tahun ahli bharada korban,-9,0
2022-12-21 23:29:59,"['anggota', 'komisi', 'ix', 'dpr', 'ri', 'fraksi', 'nasdem', 'irma', 'suryani', 'nilai', 'perintah', 'move', 'on', 'ppkm']",anggota komisi ix dpr ri fraksi nasdem irma suryani nilai perintah move on ppkm,5,1
2022-12-21 23:28:00,"['henti', 'natal', 'tahun', 'iya', 'idul', 'fitri', 'virus', 'sa']",henti natal tahun iya idul fitri virus sa,-3,0
2022-12-21 23:25:11,"['presiden', 'joko', 'widodo', 'jokowi', 'rencana', 'henti', 'bijak', 'batas', 'giat', 'masyarakat', 'ppkm']",presiden joko widodo jokowi rencana henti bijak batas giat masyarakat ppkm,-7,0
2022-12-21 23:24:34,"['perintah', 'warga', 'jaga', 'protokol', 'sehat', 'raya', 'malam', 'tahun', 'ppkm', 'level']",perintah warga jaga protokol sehat raya malam tahun ppkm level,1,1
2022-12-21 23:11:03,"['presiden', 'jokowi', 'tunggu', 'kaji', 'kemenko', 'ekonomi', 'airlangga', 'ter']",presiden jokowi tunggu kaji kemenko ekonomi airlangga ter,6,1
2022-12-21 23:05:09,"['ppkm', 'planga', 'plongo', 'kaya', 'monyet', 'rumah']",ppkm planga plongo kaya monyet rumah,-3,0
2022-12-21 23:00:00,"['alah', 'rakyat', 'indonesia', 'aneh', 'percaya', 'covid', 'tengah', 'puncak', 'tertib', 'pakai', 'masker', 'tertib']",alah rakyat indonesia aneh percaya covid tengah puncak tertib pakai masker tertib,1,1
2022-12-21 22:56:24,"['presiden', 'ppkm', 'cabut', 'prokes', 'minimal', 'masker', 'pandemic', 'is', 'not', 'over', 'yet']",presiden ppkm cabut prokes minimal masker pandemic is not over yet,-5,0
2022-12-21 22:51:49,"['ppkm', 'plonga', 'plongo', 'kaya', 'marzuki']",ppkm plonga plongo kaya marzuki,0,1
2022-12-21 22:51:06,"['maba', 'semalem', 'ppkm', 'plonga', 'plongo', 'kayak', 'monyet', '']",maba semalem ppkm plonga plongo kayak monyet ,-6,0
2022-12-21 22:44:16,"['selamat', 'pagi', 'presiden', 'terbit', 'keppres', 'pengentian', 'ppkm', 'psbb', 'sebentar']",selamat pagi presiden terbit keppres pengentian ppkm psbb sebentar,6,1
2022-12-21 22:33:05,"['presiden', 'joko', 'widodo', 'isyarat', 'cabut', 'atur', 'ppkm', 'indonesia', 'tahun', 'jokowi']",presiden joko widodo isyarat cabut atur ppkm indonesia tahun jokowi,-2,0
2022-12-21 22:27:39,"['giat', 'patroli', 'gabung', 'rangka', 'laksana', 'ppkm', 'level', 'batas', 'mobilitas', 'pindah', 'masyarakat', 'pemant']",giat patroli gabung rangka laksana ppkm level batas mobilitas pindah masyarakat pemant,-8,0
2022-12-21 22:07:25,"['sinyal', 'jokowi', 'henti', 'ppkm', 'tahun']",sinyal jokowi henti ppkm tahun,-4,0
2022-12-21 22:04:42,"['gsi', 'demo', 'indonesia', 'bikin', 'atur', 'ppkm', 'jokowi', 'takut', 'rakyat', 'covid', 'jo']",gsi demo indonesia bikin atur ppkm jokowi takut rakyat covid jo,-6,0
2022-12-21 22:02:27,"['laksana', 'giat', 'patroli', 'gabung', 'rangka', 'laksana', 'ppkm', 'level', 'batas', 'mobilitas', 'pindah', 'ma']",laksana giat patroli gabung rangka laksana ppkm level batas mobilitas pindah ma,-8,0
2022-12-21 21:47:46,"['nder', 'ppkm', 'plonga', 'plongo', 'kaya', 'monyet', 'kah', 'potong', 'meme']",nder ppkm plonga plongo kaya monyet kah potong meme,-5,0
2022-12-21 21:00:02,"['psbb', 'ppkm', 'presiden', 'tahun', 'cabut', 'saksi', 'kabar', 'pagi', 'rizky', 'darmansyah', 'anggia', 'ebony']",psbb ppkm presiden tahun cabut saksi kabar pagi rizky darmansyah anggia ebony,-2,0
2022-12-21 20:55:50,"['ppkm', 'planga', 'plongo', 'kayak', 'monster']",ppkm planga plongo kayak monster,-3,0
2022-12-21 20:54:25,"['ppkm', 'henti', 'bebas', 'kopit', 'ppkm', 'henti', 'dana', 'habis']",ppkm henti bebas kopit ppkm henti dana habis,-8,0
2022-12-21 20:46:20,"['presiden', 'jokowi', 'indonesia', 'pandemi', 'covid', 'tahun', 'menghent']",presiden jokowi indonesia pandemi covid tahun menghent,-2,0
2022-12-21 20:46:10,"['presiden', 'jokowi', 'indonesia', 'pandemi', 'covid', 'tahun']",presiden jokowi indonesia pandemi covid tahun,-2,0
2022-12-21 20:23:56,"['aisyah', 'alhamdulillah', 'tahun', 'ppkm', 'mari', 'sambut', 'langkah', 'optimis', 'telkomsel', 'innalilli', 'aminah', 'cendr']",aisyah alhamdulillah tahun ppkm mari sambut langkah optimis telkomsel innalilli aminah cendr,15,1
2022-12-21 20:23:50,"['alhamdulillah', 'tahun', 'ppkm', 'mari', 'sambut', 'langkah', 'optimis', 'telkomsel', 'innalilli', 'aminah']",alhamdulillah tahun ppkm mari sambut langkah optimis telkomsel innalilli aminah,15,1
2022-12-21 20:14:14,"['ppkm', 'lengser']",ppkm lengser,0,1
2022-12-21 20:11:03,"['anggota', 'komisi', 'ix', 'dpr', 'bijak', 'ppkm', 'layak', 'cabut']",anggota komisi ix dpr bijak ppkm layak cabut,-8,0
2022-12-21 19:59:29,"['top', 'story', 'rabu', 'wib', 'sd', 'selesai', 'dilaksanak']",top story rabu wib sd selesai dilaksanak,7,1
2022-12-21 19:46:24,"['margo', 'batas', 'ppkm', 'cabut', 'surveilans', 'covid', 'tingkat', 'sadar']",margo batas ppkm cabut surveilans covid tingkat sadar,-6,0
2022-12-21 18:52:34,"['rabu', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'le']",rabu wib sd selesai laksana giat patroli rangka laksana ppkm le,4,1
2022-12-21 18:40:58,"['rabu', 'desember', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'gabung', 'polsek', 'sumber']",rabu desember pkl wib sd selesai laksana giat patroli gabung polsek sumber,-1,0
2022-12-21 18:36:23,"['', 'buatin', 'buku', 'pandu', 'kosakata', 'wibu', 'biar', 'ppkm', 'ngobrol', 'trio', 'wibu']", buatin buku pandu kosakata wibu biar ppkm ngobrol trio wibu,4,1
2022-12-21 18:30:00,"['presiden', 'jokowi', 'indonesia', 'pandemi', 'covid', 'tahun', 'men']",presiden jokowi indonesia pandemi covid tahun men,-2,0
2022-12-21 18:24:45,"['dampak', 'cabut', 'ppkm', 'tumbuh', 'ekonomi']",dampak cabut ppkm tumbuh ekonomi,-8,0
2022-12-21 18:24:35,"['gasih', 'bingung', 'banget', 'bingung', 'bengong', 'ppkm', 'planga', 'plon']",gasih bingung banget bingung bengong ppkm planga plon,0,1
2022-12-21 18:23:04,"['sejati', 'laga', 'davos', 'vs', 'cina', 'oligarki', 'marah', 'sawit', 'kalah', 'wto', 'halang', 'anies', 'balas']",sejati laga davos vs cina oligarki marah sawit kalah wto halang anies balas,-11,0
2022-12-21 18:17:01,"['kota', 'jakarta', 'pasuk', 'batas', 'giat', 'masyarakat', 'ppkm', 'level', 'hitung', 'desember', 'ja']",kota jakarta pasuk batas giat masyarakat ppkm level hitung desember ja,-4,0
2022-12-21 18:16:50,"['rabu', 'tanggal', 'desember', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'rangka', 'laksana', 'ppkm']",rabu tanggal desember pkl wib sd selesai laksana giat patroli rangka laksana ppkm,0,1
2022-12-21 18:15:43,"['rabu', 'tanggal', 'desember', 'wib', 'sd', 'selesai', 'serka', 'joko', 'waliman', 'koramil', 'sukodono', 'bripka', 'wahyu']",rabu tanggal desember wib sd selesai serka joko waliman koramil sukodono bripka wahyu,2,1
2022-12-21 17:42:52,"['jokowi', 'payung', 'hukum', 'henti', 'ppkm', 'indonesia']",jokowi payung hukum henti ppkm indonesia,-4,0
2022-12-21 17:38:08,"['vatikan', 'bersih', 'agen', 'kabal', 'khazaria', 'balas', 'paus', 'asli', 'bersih', 'agen', 'kabal', 'ci']",vatikan bersih agen kabal khazaria balas paus asli bersih agen kabal ci,-6,0
2022-12-21 17:32:52,"['makhluk', 'sekolah', 'ppkm']",makhluk sekolah ppkm,6,1
2022-12-21 17:31:10,"['nomor', 'hangus', 'hilang', 'krl', 'reaktivasi', 'lanjur', 'pandemi', 'ppkm', 'ketat', 'kemarin']",nomor hangus hilang krl reaktivasi lanjur pandemi ppkm ketat kemarin,-14,0
2022-12-21 17:23:37,"['bor', 'belah', 'open', 'bo', 'special', 'service', 'mbah', 'maryono', 'vs', 'istri']",bor belah open bo special service mbah maryono vs istri,-4,0
2022-12-21 17:22:04,"['kayak', 'giat', 'ppkm']",kayak giat ppkm,-3,0
2022-12-21 17:18:31,"['kalah', 'wto', 'sawit', 'marah', 'larang', 'ekspor', 'nikel', 'pergi', 'ppkm', 'dompleng', 'agenda', 'davos', 'kopit', 'period', '']",kalah wto sawit marah larang ekspor nikel pergi ppkm dompleng agenda davos kopit period ,-17,0
2022-12-21 17:14:48,"['aktivitas', 'ppkm', 'tonton', 'videovideo', 'aquascape', 'ikanikan', 'hewanh']",aktivitas ppkm tonton videovideo aquascape ikanikan hewanh,-4,0
2022-12-21 17:13:45,"['iya', 'allah', 'beda', 'tahun', 'suka', 'ppkm']",iya allah beda tahun suka ppkm,5,1
2022-12-21 17:12:35,"['kocak', 'banget', 'ppkm']",kocak banget ppkm,-2,0
2022-12-21 17:11:04,"['jokowi', 'rencana', 'pergi', 'ppkm', 'tahun']",jokowi rencana pergi ppkm tahun,-4,0
2022-12-21 17:09:16,"['suka', 'ppkm']",suka ppkm,2,1
2022-12-21 17:07:57,"['fokus', 'pergi', 'ppkm', 'berani', 'kayak', 'tanda', 'xi', 'periode']",fokus pergi ppkm berani kayak tanda xi periode,-6,0
2022-12-21 17:07:19,"['mudah', 'ppkm', 'rhomadhon']",mudah ppkm rhomadhon,3,1
2022-12-21 17:07:15,"['presiden', 'jokowi', 'indonesia', 'pandemi', 'covid', 'tahun', '']",presiden jokowi indonesia pandemi covid tahun ,-2,0
2022-12-21 16:50:40,"['jokowi', 'tahun', 'ppkm', 'henti']",jokowi tahun ppkm henti,-4,0
2022-12-21 16:45:21,"['diliatliat', 'monyet', 'ppkm', 'minjem', 'muka', 'yh', 'jung']",diliatliat monyet ppkm minjem muka yh jung,-3,0
2022-12-21 16:40:45,"['akibat', 'asyik', 'wfh', 'ppkm']",akibat asyik wfh ppkm,-2,0
2022-12-21 16:39:26,"['tv', 'junjung', 'vaksin', 'ppkm', 'bicara']",tv junjung vaksin ppkm bicara,-2,0
2022-12-21 16:37:53,"['bodoh', 'dunia', 'ppkm', 'china', 'lambat', 'buka', 'immunity', 'debt']",bodoh dunia ppkm china lambat buka immunity debt,0,1
2022-12-21 16:36:10,"['baca', 'au', 'galau', 'smpil', 'dengar', 'sptifyppkm']",baca au galau smpil dengar sptifyppkm,4,1
2022-12-21 16:32:59,"['dinkes', 'kepri', 'dukung', 'rencana', 'cabut', 'ppkm', 'psbb']",dinkes kepri dukung rencana cabut ppkm psbb,-3,0
2022-12-21 16:30:00,"['epidemiolog', 'ugm', 'sepakat', 'presiden', 'jokowi', 'ppkm']",epidemiolog ugm sepakat presiden jokowi ppkm,7,1
2022-12-21 16:28:31,"['giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'batas', 'mobilitas', 'pindah', 'masyarakat', 'wil']",giat patroli rangka laksana ppkm level batas mobilitas pindah masyarakat wil,-3,0
2022-12-21 16:25:18,"['ppkm', 'alas', 'silah', 'baca', 'link', 'iya']",ppkm alas silah baca link iya,5,1
2022-12-21 16:17:20,"['batas', 'ppkm', 'cabut', 'surveilans', 'covid', 'tingkat', 'kesadara']",batas ppkm cabut surveilans covid tingkat kesadara,-7,0
2022-12-21 16:15:47,"['presiden', 'jokowi', 'rencana', 'henti', 'ppkm', 'ketua', 'idi', 'surveilans', 'epidemiologi']",presiden jokowi rencana henti ppkm ketua idi surveilans epidemiologi,-3,0
2022-12-21 16:15:32,"['delapan', 'ppkm', 'bengong', 'ngomong ngomong', 'libur', 'kelas', 'heheh']",delapan ppkm bengong ngomong ngomong libur kelas heheh,3,1
2022-12-21 16:10:36,"['tahun', 'tahun', 'new', 'normal', 'cepat', 'vaksinasi', 'selesai', 'desember', 'status', 'ppkm', 'psbb', 'cabut', 'terimakasih']",tahun tahun new normal cepat vaksinasi selesai desember status ppkm psbb cabut terimakasih,3,1
2022-12-21 16:08:31,"['tanda', 'natal', 'hahaha', 'muslim', 'palsu', 'kao', 'kodok', '']",tanda natal hahaha muslim palsu kao kodok ,0,1
2022-12-21 16:08:21,"['jokowi', 'tahun', 'henti', 'ppkm']",jokowi tahun henti ppkm,-4,0
2022-12-21 16:07:52,"['kakkk', 'ppkm']",kakkk ppkm,0,1
2022-12-21 16:05:29,"['asik', 'gu', 'ppkm', 'wjwkkw']",asik gu ppkm wjwkkw,4,1
2022-12-21 16:02:24,"['pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'gabung', 'rangka', 'laksana', 'ppkm', 'level', 'batas']",pkl wib sd selesai laksana giat patroli gabung rangka laksana ppkm level batas,-4,0
2022-12-21 16:02:00,"['jokowi', 'setop', 'ppkm', 'indonesia', 'endemi']",jokowi setop ppkm indonesia endemi,-5,0
2022-12-21 16:01:20,"['ppkm', 'planga', 'plongo', 'kyak']",ppkm planga plongo kyak,0,1
2022-12-21 16:00:59,"['pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'batas', 'mob']",pkl wib sd selesai laksana giat patroli rangka laksana ppkm level batas mob,1,1
2022-12-21 16:00:36,"['ppkm', 'cok', '']",ppkm cok ,0,1
2022-12-21 15:59:20,"['saewad', 'jokowi', 'umum', 'ppkm', 'insentif', 'kendara', 'listrik']",saewad jokowi umum ppkm insentif kendara listrik,1,1
2022-12-21 15:54:35,"['ngobrol', 'ppkm']",ngobrol ppkm,1,1
2022-12-21 15:52:19,"['rabu', 'tanggal', 'desember', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'situasi', 'wilayah', 'ppkm', 'le']",rabu tanggal desember wib sd selesai laksana giat patroli situasi wilayah ppkm le,0,1
2022-12-21 15:49:46,"['krucils', 'ppkm']",krucils ppkm,0,1
2022-12-21 15:46:49,"['rabutgl', 'desember', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'situasi', 'wilayah', 'ppkm', 'lev']",rabutgl desember wib sd selesai laksana giat patroli situasi wilayah ppkm lev,4,1
2022-12-21 15:43:48,"['gugat', 'ppkm', 'lengkap', 'artikel']",gugat ppkm lengkap artikel,-5,0
2022-12-21 15:43:20,"['ppkm', 'henti', 'tahun', 'presiden', 'jokowi']",ppkm henti tahun presiden jokowi,-1,0
2022-12-21 15:39:13,"['trend', 'covid', 'turun', 'perintah', 'kaji', 'henti', 'ppkm', '']",trend covid turun perintah kaji henti ppkm ,-2,0
2022-12-21 15:37:43,"['february', 'ppkmdan', 'planning']",february ppkmdan planning,0,1
